player_fifa_api_id,player_name,birthday,height,weight
2062,Lee Bowyer,1977-01-03 00:00:00,175.26,152
2091,Fabrice Ehret,1979-09-28 00:00:00,182.88,154
2115,Adil Ramzi,1977-07-14 00:00:00,177.8,163
2116,Johann Vogel,1977-03-08 00:00:00,177.8,157
2128,Tim De Cler,1978-11-08 00:00:00,177.8,152
2135,Cedric van der Gun,1979-05-05 00:00:00,175.26,154
2138,Daniel Cruz,1981-05-09 00:00:00,180.34,168
2141,Mido,1983-02-23 00:00:00,187.96,183
2147,Maarten Stekelenburg,1982-09-22 00:00:00,198.12,203
2151,Brett Emerton,1979-02-22 00:00:00,185.42,187
2152,Santiago Leonardo,1983-03-09 00:00:00,170.18,154
2153,Bonaventure Kalou,1978-01-12 00:00:00,182.88,170
2155,Johan Elmander,1981-05-27 00:00:00,187.96,198
2162,Bas Roorda,1973-02-13 00:00:00,193.04,196
2164,Jerome Colinet,1983-04-26 00:00:00,182.88,174
2172,Kew Jaliens,1978-09-15 00:00:00,182.88,150
2181,Emanuele Belardi,1977-10-09 00:00:00,187.96,176
2196,Roman Weidenfeller,1980-08-06 00:00:00,190.5,198
2204,Rick Hoogendorp,1975-01-12 00:00:00,180.34,185
2208,Matthew Amoah,1980-10-24 00:00:00,175.26,159
2231,Emile Heskey,1978-01-11 00:00:00,185.42,205
2235,Timo Rost,1978-08-29 00:00:00,180.34,170
2264,Raul Tamudo,1977-10-19 00:00:00,180.34,163
2335,Aaron Wilbraham,1979-10-21 00:00:00,190.5,159
2392,Jon Daly,1983-01-08 00:00:00,187.96,183
2431,Alberto Fontana,1967-01-23 00:00:00,185.42,161
2454,Grant Murray,1975-08-29 00:00:00,180.34,168
2488,Zoumana Camara,1979-04-03 00:00:00,182.88,168
2492,Eliseu,1983-10-01 00:00:00,175.26,165
2506,Jason Euell,1977-02-06 00:00:00,180.34,170
2518,Marko Babic,1981-01-28 00:00:00,185.42,159
2572,Marama Vahirua,1980-05-12 00:00:00,172.72,150
2587,Kevin Phillips,1973-07-25 00:00:00,170.18,154
2622,Cristiano Doni,1973-04-01 00:00:00,185.42,174
2629,Alex Neil,1981-06-09 00:00:00,175.26,154
2651,Shay Given,1976-04-20 00:00:00,185.42,185
2655,Baykal Kulaksizoglu,1983-05-12 00:00:00,185.42,170
2742,Ricardo Gardner,1978-09-25 00:00:00,175.26,154
2769,Jose Bosingwa,1982-08-24 00:00:00,182.88,154
2799,Marcus Andreasson,1978-07-13 00:00:00,190.5,201
2823,Luis Boa Morte,1977-08-04 00:00:00,180.34,161
2837,Rory Delap,1976-07-06 00:00:00,182.88,165
2956,Stiliyan Petrov,1979-07-05 00:00:00,180.34,170
2992,Ulrich Rame,1972-09-19 00:00:00,187.96,187
3041,Hasan Salihamidzic,1977-01-01 00:00:00,175.26,157
3078,Nelson,1983-06-10 00:00:00,170.18,150
3081,Ricardo,1976-02-11 00:00:00,185.42,176
3148,Bryan Hughes,1976-06-19 00:00:00,175.26,154
3174,Dean Kiely,1970-10-10 00:00:00,185.42,172
3189,Jean-Michel Lesage,1977-05-01 00:00:00,177.8,161
3216,Lorenzo Stovini,1976-11-24 00:00:00,185.42,176
3235,Jody Craddock,1975-07-25 00:00:00,185.42,172
3246,Diogo Valente,1984-09-23 00:00:00,177.8,165
3264,Paul Hartley,1976-10-19 00:00:00,172.72,148
3281,Tarantini,1983-10-07 00:00:00,187.96,172
3325,Cristian Silvestri,1975-01-21 00:00:00,185.42,181
3337,Cees Paauwe,1977-11-03 00:00:00,198.12,203
3363,Wayne Bridge,1980-08-05 00:00:00,180.34,176
3364,Simon Jentzsch,1976-05-04 00:00:00,195.58,214
3395,Shaun Wright-Phillips,1981-10-25 00:00:00,165.1,141
3448,Steven Pressley,1973-10-11 00:00:00,182.88,154
3455,Marcio Paiva,1980-07-31 00:00:00,182.88,185
3484,John O'Shea,1981-04-30 00:00:00,190.5,185
3492,Pal Dardai,1976-03-16 00:00:00,177.8,183
3563,Damiano Zenoni,1977-04-23 00:00:00,185.42,163
3622,Ricardo Carvalho,1978-05-18 00:00:00,182.88,174
3647,Michael Ballack,1976-09-26 00:00:00,187.96,194
3654,Frank Baumann,1975-10-29 00:00:00,187.96,179
3665,Benjamin Nivet,1977-01-02 00:00:00,177.8,165
3712,Dida,1973-10-07 00:00:00,195.58,187
3721,Nenad Dzodic,1977-01-04 00:00:00,187.96,165
3765,Jose Gaspar,1975-06-01 00:00:00,190.5,185
3772,Eric Deflandre,1973-08-02 00:00:00,180.34,176
3790,Jose Carlos Nunes,1977-03-07 00:00:00,185.42,179
3801,Robert Kovac,1974-04-06 00:00:00,182.88,172
3813,Mickael Landreau,1979-05-14 00:00:00,182.88,185
3869,Willy Grondin,1974-10-12 00:00:00,177.8,172
3912,Louis Saha,1978-08-08 00:00:00,185.42,152
3973,Tomislav Sokota,1977-04-08 00:00:00,182.88,174
3974,Jose Moreira,1982-03-20 00:00:00,185.42,183
4001,Cesar Sanchez,1971-09-02 00:00:00,185.42,181
4006,Miguel,1980-01-04 00:00:00,177.8,172
4077,Simao,1979-10-31 00:00:00,170.18,141
4083,Petit,1976-09-25 00:00:00,175.26,159
4086,Ricardo Rocha,1978-10-03 00:00:00,182.88,176
4098,Tiago,1981-05-02 00:00:00,182.88,157
4105,Hakan Yakin,1977-02-22 00:00:00,180.34,174
4110,Jean-Sebastien Jaures,1977-09-30 00:00:00,175.26,168
4111,Richard Dunne,1979-09-21 00:00:00,187.96,209
4114,Arek Radomski,1977-06-27 00:00:00,177.8,170
4155,"Neil McCann,22",1974-11-08 00:00:00,180.34,143
4173,Jackie McNamara,1973-10-24 00:00:00,175.26,143
4190,Gary Naysmith,1978-11-16 00:00:00,177.8,161
4202,Gennaro Gattuso,1978-01-09 00:00:00,177.8,170
4205,Nuno Gomes,1976-07-05 00:00:00,180.34,159
4238,Danny Higginbotham,1978-12-29 00:00:00,185.42,172
4240,Colin Healy,1980-03-14 00:00:00,180.34,181
4246,Alan Combe,1974-04-03 00:00:00,185.42,172
4323,Paul Gallacher,1979-08-16 00:00:00,182.88,174
4353,Peter Luccin,1979-04-09 00:00:00,180.34,165
4360,Darren Dods,1975-06-07 00:00:00,185.42,183
4381,Godfried Aduobe,1975-10-29 00:00:00,177.8,157
4421,Steven McGarry,1979-09-28 00:00:00,175.26,172
4459,Francesco Toldo,1971-12-02 00:00:00,195.58,198
4495,Roberto Baronio,1977-12-11 00:00:00,180.34,163
4498,Antonio Filippini,1973-07-03 00:00:00,167.64,146
4505,Sergio Volpi,1974-02-02 00:00:00,175.26,152
4514,Christian Brocchi,1976-01-30 00:00:00,170.18,154
4556,Cristiano Lucarelli,1975-10-04 00:00:00,187.96,183
4596,Massimo Marazzina,1974-07-16 00:00:00,180.34,154
4600,Fabio Galante,1973-11-20 00:00:00,185.42,176
4633,Hermann Hreidarsson,1974-07-11 00:00:00,190.5,181
4667,Morgan De Sanctis,1977-03-26 00:00:00,190.5,181
4695,Andrew O'Brien,1979-06-29 00:00:00,190.5,163
4724,Nicola Legrottaglie,1976-10-20 00:00:00,187.96,187
4731,Simone Perrotta,1977-09-17 00:00:00,177.8,159
4732,Jeremie Brechet,1979-08-14 00:00:00,187.96,176
4739,Antonio Chimenti,1970-06-30 00:00:00,182.88,183
4769,Adailton,1977-01-24 00:00:00,175.26,161
4806,Cedric Barbosa,1976-03-06 00:00:00,177.8,159
4832,Marco Marchionni,1980-07-22 00:00:00,172.72,157
4858,Edouard Cisse,1978-03-30 00:00:00,185.42,168
4864,Ronan Le Crom,1974-07-13 00:00:00,185.42,170
4873,David Sommeil,1974-08-10 00:00:00,177.8,165
4985,Jerome Leroy,1974-11-04 00:00:00,185.42,165
4999,Jamie Langfield,1979-12-22 00:00:00,193.04,183
5047,Arnaud Le Lan,1978-03-22 00:00:00,170.18,132
5060,Mickael Pagis,1973-08-17 00:00:00,180.34,183
5099,Gianluca Zambrotta,1977-02-19 00:00:00,180.34,168
5112,Gregory Wimbee,1971-08-19 00:00:00,193.04,194
5134,Damien Gregorini,1979-03-02 00:00:00,193.04,198
5138,Rab Douglas,1972-04-24 00:00:00,190.5,207
5171,Diego Rodolfo Placente,1977-04-24 00:00:00,175.26,159
5203,Massimo Oddo,1976-06-14 00:00:00,182.88,168
5208,Rudy Riou,1980-01-22 00:00:00,185.42,172
5213,Alessandro Gamberini,1981-08-27 00:00:00,185.42,176
5231,Bernard Mendy,1981-08-20 00:00:00,180.34,170
5237,Teddy Richert,1974-09-21 00:00:00,182.88,174
5244,Eugenio Corini,1970-07-30 00:00:00,172.72,148
5255,Salvatore Lanna,1976-07-31 00:00:00,177.8,148
5267,Sebastien Piocelle,1978-11-10 00:00:00,177.8,165
5279,Olivier Doll,1973-06-09 00:00:00,182.88,181
5336,Rabiu Afolabi,1980-04-18 00:00:00,182.88,176
5345,David Jarolim,1979-05-17 00:00:00,175.26,159
5401,Bruno Cirillo,1977-03-21 00:00:00,187.96,170
5417,Chris Innes,1976-07-13 00:00:00,182.88,170
5419,Michael Owen,1979-12-14 00:00:00,172.72,154
5430,Torsten Frings,1976-11-22 00:00:00,182.88,176
5440,Adama Coulibaly,1980-09-10 00:00:00,185.42,183
5445,Dean Holden,1979-09-15 00:00:00,185.42,172
5459,Mamadou Bagayoko,1979-05-21 00:00:00,190.5,176
5460,Martin Pieckenhagen,1971-11-15 00:00:00,185.42,190
5461,Carl Hoefkens,1978-10-06 00:00:00,185.42,181
5467,Jamie Carragher,1978-01-28 00:00:00,185.42,183
5471,Frank Lampard,1978-06-20 00:00:00,182.88,196
5479,Iker Casillas,1981-05-20 00:00:00,185.42,185
5485,Sebastian Kehl,1980-02-13 00:00:00,187.96,176
5533,Jurgen Cavens,1978-08-19 00:00:00,187.96,187
5547,Bart Goor,1973-04-09 00:00:00,182.88,176
5550,Stein Huysegems,1982-06-16 00:00:00,185.42,168
5566,Jean-Joeel Perrier Doumbe,1978-09-27 00:00:00,180.34,163
5589,Luis Figo,1972-11-04 00:00:00,180.34,165
5594,Remy Vercoutre,1980-06-26 00:00:00,185.42,172
5645,Luigi Beghetto,1973-07-06 00:00:00,182.88,176
5661,Fernando Morientes,1976-04-05 00:00:00,185.42,174
5679,Nwankwo Kanu,1976-08-01 00:00:00,195.58,181
5688,George Boateng,1975-09-05 00:00:00,182.88,168
5704,Giovanni van Bronckhorst,1975-02-05 00:00:00,177.8,165
5721,Arnold Bruggink,1977-07-24 00:00:00,185.42,176
5738,Pascal Feindouno,1981-02-27 00:00:00,175.26,152
5739,Tugay Kerimoglou,1970-08-24 00:00:00,175.26,161
5741,Wilfred Bouma,1978-06-15 00:00:00,177.8,194
5744,Eidur Gudjohnsen,1978-09-15 00:00:00,185.42,196
5750,Boudewijn Zenden,1976-08-15 00:00:00,175.26,154
5809,Nicolas Anelka,1979-03-14 00:00:00,185.42,176
5818,Mikael Silvestre,1977-08-09 00:00:00,182.88,183
5819,Tony Heurtebis,1975-01-15 00:00:00,180.34,161
5860,Emile Lokonda Mpenza,1978-07-04 00:00:00,177.8,163
5879,Alberto Gilardino,1982-07-05 00:00:00,182.88,174
5965,Olivier Echouafni,1972-09-13 00:00:00,182.88,157
5984,David Trezeguet,1977-10-15 00:00:00,190.5,176
6016,Ivan Leko,1978-02-07 00:00:00,177.8,174
6083,Marek Jankulovski,1977-05-09 00:00:00,182.88,181
6122,Graham Stack,1981-09-26 00:00:00,187.96,174
6139,Dimitrios Eleftheropoulos,1976-08-07 00:00:00,190.5,183
6159,Georgios Karagounis,1977-03-06 00:00:00,175.26,163
6186,Bernd Thijs,1978-06-28 00:00:00,185.42,179
6190,Didier Dheedene,1972-01-22 00:00:00,182.88,176
6207,Stephen Carr,1976-08-29 00:00:00,175.26,172
6235,Pavel Nedved,1972-08-30 00:00:00,177.8,154
6251,Arni Gautur Arason,1975-05-07 00:00:00,187.96,185
6338,Marco Caneira,1979-02-09 00:00:00,177.8,165
6398,Carsten Cullmann,1976-03-05 00:00:00,187.96,181
6422,Geremi,1978-12-20 00:00:00,175.26,183
6490,Stephane Pichot,1976-09-02 00:00:00,177.8,170
6541,Daniel Moreira,1977-08-08 00:00:00,177.8,165
6550,Olivier Monterubbio,1976-08-08 00:00:00,170.18,141
6591,Nabil Baha,1981-08-12 00:00:00,180.34,174
6645,Kaba Diawara,1975-12-16 00:00:00,182.88,176
6647,William Gallas,1977-08-17 00:00:00,182.88,183
6665,Sebastien Chabbert,1978-05-15 00:00:00,185.42,176
6716,Yoann Bigne,1977-08-23 00:00:00,167.64,143
6720,Michael Mutzel,1979-09-27 00:00:00,182.88,165
6747,Cristian Chivu,1980-10-26 00:00:00,182.88,179
6775,Aldo Pedro Duscher,1979-03-22 00:00:00,175.26,159
6799,Colin Nish,1981-03-07 00:00:00,190.5,176
6800,Paolo Collaviti,1978-02-02 00:00:00,180.34,183
6803,Gregory Paisley,1977-05-07 00:00:00,182.88,181
6826,Gareth Barry,1981-02-23 00:00:00,182.88,174
6862,Boris Smiljanic,1976-09-28 00:00:00,190.5,198
6895,Alex Manninger,1977-06-04 00:00:00,187.96,187
6908,Dejan Stankovic,1978-09-11 00:00:00,180.34,165
6971,Bo Svensson,1979-08-04 00:00:00,190.5,192
6975,Fredrik Ljungberg,1977-04-16 00:00:00,175.26,161
7080,Filipe Anunciacao,1979-05-27 00:00:00,180.34,172
7142,Kakha Kaladze,1978-02-27 00:00:00,185.42,168
7264,Dianbobo Balde,1975-10-05 00:00:00,190.5,205
7274,Andrew Sinkala,1979-06-18 00:00:00,175.26,165
7280,Boubacar Diarra,1979-07-15 00:00:00,185.42,190
7289,Rio Ferdinand,1978-11-07 00:00:00,193.04,190
7306,Mickael Isabey,1975-02-20 00:00:00,170.18,141
7384,"Yazid Mansouri,30",1978-02-25 00:00:00,175.26,152
7391,Patrick Paauwe,1975-12-27 00:00:00,182.88,176
7434,Franck Jurietti,1975-03-30 00:00:00,177.8,157
7455,Hans-Joerg Butt,1974-05-28 00:00:00,190.5,198
7467,Massimo Colomba,1977-08-24 00:00:00,190.5,181
7512,Hernan Crespo,1975-07-05 00:00:00,182.88,179
7514,Max Tonetto,1974-11-18 00:00:00,175.26,148
7517,Simone Vergassola,1976-01-24 00:00:00,175.26,154
7558,Cristian Zenoni,1977-04-23 00:00:00,182.88,159
7584,Luca Castellazzi,1975-07-19 00:00:00,193.04,196
7597,Giorgio Frezzolini,1976-01-21 00:00:00,187.96,179
7604,Roberto Stellone,1977-07-22 00:00:00,185.42,161
7610,Michael Hart,1980-02-10 00:00:00,177.8,161
7612,Ian Harte,1977-08-31 00:00:00,175.26,172
7631,Antonio Cassano,1982-07-12 00:00:00,175.26,176
7647,Dario Dainelli,1979-06-09 00:00:00,190.5,172
7656,Manuele Blasi,1980-08-17 00:00:00,177.8,161
7674,Ferdinando Coppola,1978-06-10 00:00:00,187.96,190
7687,David Di Michele,1976-01-06 00:00:00,170.18,154
7708,Gregoor van Dijk,1981-11-16 00:00:00,177.8,172
7738,Nicolas Florentin,1978-02-16 00:00:00,182.88,168
7743,Landon Donovan,1982-03-04 00:00:00,172.72,161
7754,"Diego De Ascentis,23",1976-07-31 00:00:00,177.8,170
7763,Andrea Pirlo,1979-05-19 00:00:00,177.8,150
7766,Emiliano Bonazzoli,1979-01-20 00:00:00,193.04,183
7767,Fausto Rossini,1978-03-02 00:00:00,185.42,176
7784,Djibril Cisse,1981-08-12 00:00:00,182.88,187
7808,Vincenzo Italiano,1977-12-10 00:00:00,170.18,157
7814,Joris Mathijsen,1980-04-05 00:00:00,182.88,159
7820,Denny Landzaat,1976-05-06 00:00:00,177.8,154
7823,Tom Caluwe,1978-04-11 00:00:00,172.72,146
7826,Robin van Persie,1983-08-06 00:00:00,187.96,157
7833,Khalid Sinouh,1975-05-02 00:00:00,190.5,190
7841,Tomasz Radzinski,1973-12-14 00:00:00,175.26,163
7842,Craig Dargo,1978-01-03 00:00:00,167.64,141
7849,Levan Kobiashvili,1977-07-10 00:00:00,182.88,174
7870,Rogier Molhoek,1981-07-22 00:00:00,185.42,181
7877,Santiago Ezquerro,1976-12-14 00:00:00,180.34,154
7912,Nourdin Boukhari,1980-06-30 00:00:00,190.5,185
7932,Jeffrey Leiwakabessy,1981-02-23 00:00:00,172.72,148
7933,Mike Zonneveld,1980-10-27 00:00:00,180.34,168
7939,Jussi Jaaskelainen,1975-04-19 00:00:00,190.5,176
7947,Hans Vonk,1970-01-30 00:00:00,195.58,183
8008,Santi Kolk,1981-10-02 00:00:00,180.34,168
8012,Anthony Lurling,1977-04-22 00:00:00,172.72,165
8013,Romano Denneboom,1981-01-29 00:00:00,187.96,198
8038,Martijn Meerdink,1976-09-15 00:00:00,180.34,172
8040,Dennis Rommedahl,1978-07-22 00:00:00,177.8,165
8048,Henk Timmer,1971-12-03 00:00:00,187.96,172
8088,Mate Bilic,1980-10-23 00:00:00,185.42,179
8132,Jan Kromkamp,1980-08-17 00:00:00,187.96,183
8205,Braga,1983-06-01 00:00:00,180.34,179
8210,Miguel Pedro,1983-11-06 00:00:00,175.26,154
8214,Pedro Pele Monteiro,1978-05-02 00:00:00,185.42,190
8219,Helder Rosario,1980-03-09 00:00:00,180.34,172
8222,Gabriel Heinze,1978-04-19 00:00:00,177.8,159
8243,Rodolfo Bodipo Diaz,1977-10-25 00:00:00,182.88,174
8247,Andres Palop,1973-10-22 00:00:00,182.88,165
8264,Tony,1980-12-12 00:00:00,175.26,154
8276,Joao Alves,1980-08-18 00:00:00,177.8,163
8284,Amoreirinha,1984-08-05 00:00:00,182.88,183
8293,Manu,1982-08-28 00:00:00,170.18,150
8298,Francisco Javier Casquero,1976-03-11 00:00:00,180.34,168
8333,Txomin Nagore,1974-08-26 00:00:00,182.88,174
8348,Michel Salgado,1975-10-22 00:00:00,175.26,165
8376,Jean-Alain Boumsong,1979-12-14 00:00:00,190.5,194
8387,Bruno Mendes,1976-03-15 00:00:00,182.88,181
8471,"Ferreira Delson,28",1980-07-26 00:00:00,175.26,154
8473,Tomas Rosicky,1980-10-04 00:00:00,177.8,143
8516,Fabio Felicio,1982-05-02 00:00:00,170.18,132
8517,Scott Parker,1980-10-13 00:00:00,175.26,152
8568,Carlitos,1981-12-05 00:00:00,167.64,161
8631,Ricardo Pessoa,1982-02-05 00:00:00,172.72,152
8722,Mario Cvitanovic,1975-05-06 00:00:00,182.88,172
8741,"Alberto Luque,21",1978-03-11 00:00:00,182.88,176
8753,Omar Daf,1977-02-12 00:00:00,177.8,157
8763,"Dario Simic,25",1975-11-12 00:00:00,180.34,168
8772,Mark Viduka,1975-10-09 00:00:00,187.96,198
8798,Jose Movilla,1975-02-08 00:00:00,170.18,157
8830,Giuseppe Colucci,1980-08-24 00:00:00,180.34,174
8834,Philippe Clement,1974-03-22 00:00:00,190.5,192
8842,Lionel Scaloni,1978-05-16 00:00:00,182.88,176
8963,Manuel Pablo,1976-01-25 00:00:00,175.26,176
8998,Kurt Elshot,1977-07-03 00:00:00,180.34,174
9002,Sander van Gessel,1976-11-04 00:00:00,193.04,185
9003,Pedro Kamata,1981-09-06 00:00:00,165.1,130
9006,Paul Matthijs,1976-10-05 00:00:00,175.26,168
9014,Arjen Robben,1984-01-23 00:00:00,180.34,176
9037,Francisco Rufete,1976-11-20 00:00:00,175.26,170
9273,Thorstein Helstad,1977-04-28 00:00:00,187.96,190
9432,Yossi Benayoun,1980-05-05 00:00:00,177.8,154
9593,Jose Maria Guti,1976-10-31 00:00:00,182.88,172
9639,Aitor Ocio,1976-11-28 00:00:00,187.96,170
9656,Quinton Fortune,1977-05-21 00:00:00,182.88,163
9676,Samuel Eto'o,1981-03-10 00:00:00,177.8,165
9723,Camel Meriem,1979-10-18 00:00:00,175.26,154
9751,Gabor Babos,1974-10-24 00:00:00,195.58,203
9758,Rob Penders,1975-12-31 00:00:00,193.04,194
9764,Youssouf Hersi,1982-08-20 00:00:00,172.72,163
9771,Orlando Engelaar,1979-08-24 00:00:00,198.12,205
9780,Sander Keller,1979-09-18 00:00:00,182.88,185
9799,Pierre-Alain Frau,1980-04-15 00:00:00,175.26,161
9801,Danijel Ljuboja,1978-09-04 00:00:00,187.96,176
9805,Craig Bellamy,1979-07-13 00:00:00,175.26,152
9807,Michel Breuer,1980-05-25 00:00:00,182.88,159
9815,Gill Swerts,1982-09-23 00:00:00,177.8,163
9833,Diederik Boer,1980-09-24 00:00:00,193.04,198
9978,Walid Regragui,1975-09-23 00:00:00,177.8,146
10133,Ivan Klasnic,1980-01-29 00:00:00,185.42,181
